image,mask,case,slice
experiments\preprocessed_debug\images\t2_s036.png,experiments\preprocessed_debug\masks\t2_s036.png,t2,36
experiments\preprocessed_debug\images\t2_s037.png,experiments\preprocessed_debug\masks\t2_s037.png,t2,37
experiments\preprocessed_debug\images\t2_s038.png,experiments\preprocessed_debug\masks\t2_s038.png,t2,38
experiments\preprocessed_debug\images\t2_s039.png,experiments\preprocessed_debug\masks\t2_s039.png,t2,39
experiments\preprocessed_debug\images\t2_s040.png,experiments\preprocessed_debug\masks\t2_s040.png,t2,40
experiments\preprocessed_debug\images\t2_s041.png,experiments\preprocessed_debug\masks\t2_s041.png,t2,41
experiments\preprocessed_debug\images\t2_s042.png,experiments\preprocessed_debug\masks\t2_s042.png,t2,42
experiments\preprocessed_debug\images\t2_s043.png,experiments\preprocessed_debug\masks\t2_s043.png,t2,43
experiments\preprocessed_debug\images\t2_s044.png,experiments\preprocessed_debug\masks\t2_s044.png,t2,44
experiments\preprocessed_debug\images\t2_s045.png,experiments\preprocessed_debug\masks\t2_s045.png,t2,45
experiments\preprocessed_debug\images\t2_s046.png,experiments\preprocessed_debug\masks\t2_s046.png,t2,46
experiments\preprocessed_debug\images\t2_s047.png,experiments\preprocessed_debug\masks\t2_s047.png,t2,47
experiments\preprocessed_debug\images\t2_s048.png,experiments\preprocessed_debug\masks\t2_s048.png,t2,48
experiments\preprocessed_debug\images\t2_s049.png,experiments\preprocessed_debug\masks\t2_s049.png,t2,49
experiments\preprocessed_debug\images\t2_s050.png,experiments\preprocessed_debug\masks\t2_s050.png,t2,50
experiments\preprocessed_debug\images\t2_s051.png,experiments\preprocessed_debug\masks\t2_s051.png,t2,51
experiments\preprocessed_debug\images\t2_s052.png,experiments\preprocessed_debug\masks\t2_s052.png,t2,52
experiments\preprocessed_debug\images\t2_s053.png,experiments\preprocessed_debug\masks\t2_s053.png,t2,53
experiments\preprocessed_debug\images\t2_s054.png,experiments\preprocessed_debug\masks\t2_s054.png,t2,54
experiments\preprocessed_debug\images\t2_s055.png,experiments\preprocessed_debug\masks\t2_s055.png,t2,55
experiments\preprocessed_debug\images\t2_s056.png,experiments\preprocessed_debug\masks\t2_s056.png,t2,56
experiments\preprocessed_debug\images\t2_s057.png,experiments\preprocessed_debug\masks\t2_s057.png,t2,57
experiments\preprocessed_debug\images\t2_s058.png,experiments\preprocessed_debug\masks\t2_s058.png,t2,58
experiments\preprocessed_debug\images\t2_s059.png,experiments\preprocessed_debug\masks\t2_s059.png,t2,59
experiments\preprocessed_debug\images\t2_s060.png,experiments\preprocessed_debug\masks\t2_s060.png,t2,60
experiments\preprocessed_debug\images\t2_s061.png,experiments\preprocessed_debug\masks\t2_s061.png,t2,61
experiments\preprocessed_debug\images\t2_s062.png,experiments\preprocessed_debug\masks\t2_s062.png,t2,62
experiments\preprocessed_debug\images\t2_s063.png,experiments\preprocessed_debug\masks\t2_s063.png,t2,63
experiments\preprocessed_debug\images\t2_s064.png,experiments\preprocessed_debug\masks\t2_s064.png,t2,64
experiments\preprocessed_debug\images\t2_s065.png,experiments\preprocessed_debug\masks\t2_s065.png,t2,65
experiments\preprocessed_debug\images\t2_s066.png,experiments\preprocessed_debug\masks\t2_s066.png,t2,66
experiments\preprocessed_debug\images\t2_s067.png,experiments\preprocessed_debug\masks\t2_s067.png,t2,67
experiments\preprocessed_debug\images\t2_s068.png,experiments\preprocessed_debug\masks\t2_s068.png,t2,68
experiments\preprocessed_debug\images\t2_s069.png,experiments\preprocessed_debug\masks\t2_s069.png,t2,69
experiments\preprocessed_debug\images\t2_s070.png,experiments\preprocessed_debug\masks\t2_s070.png,t2,70
experiments\preprocessed_debug\images\t2_s071.png,experiments\preprocessed_debug\masks\t2_s071.png,t2,71
experiments\preprocessed_debug\images\t2_s072.png,experiments\preprocessed_debug\masks\t2_s072.png,t2,72
experiments\preprocessed_debug\images\t2_s073.png,experiments\preprocessed_debug\masks\t2_s073.png,t2,73
experiments\preprocessed_debug\images\t2_s074.png,experiments\preprocessed_debug\masks\t2_s074.png,t2,74
experiments\preprocessed_debug\images\t2_s075.png,experiments\preprocessed_debug\masks\t2_s075.png,t2,75
experiments\preprocessed_debug\images\t2_s076.png,experiments\preprocessed_debug\masks\t2_s076.png,t2,76
experiments\preprocessed_debug\images\t2_s077.png,experiments\preprocessed_debug\masks\t2_s077.png,t2,77
experiments\preprocessed_debug\images\t2_s078.png,experiments\preprocessed_debug\masks\t2_s078.png,t2,78
experiments\preprocessed_debug\images\t2_s079.png,experiments\preprocessed_debug\masks\t2_s079.png,t2,79
experiments\preprocessed_debug\images\t2_s080.png,experiments\preprocessed_debug\masks\t2_s080.png,t2,80
experiments\preprocessed_debug\images\t2_s081.png,experiments\preprocessed_debug\masks\t2_s081.png,t2,81
experiments\preprocessed_debug\images\t2_s082.png,experiments\preprocessed_debug\masks\t2_s082.png,t2,82
experiments\preprocessed_debug\images\t2_s083.png,experiments\preprocessed_debug\masks\t2_s083.png,t2,83
experiments\preprocessed_debug\images\t2_s084.png,experiments\preprocessed_debug\masks\t2_s084.png,t2,84
experiments\preprocessed_debug\images\t2_s085.png,experiments\preprocessed_debug\masks\t2_s085.png,t2,85
experiments\preprocessed_debug\images\t2_s086.png,experiments\preprocessed_debug\masks\t2_s086.png,t2,86
experiments\preprocessed_debug\images\t2_s087.png,experiments\preprocessed_debug\masks\t2_s087.png,t2,87
experiments\preprocessed_debug\images\t2_s088.png,experiments\preprocessed_debug\masks\t2_s088.png,t2,88
experiments\preprocessed_debug\images\t2_s089.png,experiments\preprocessed_debug\masks\t2_s089.png,t2,89
experiments\preprocessed_debug\images\t2_s090.png,experiments\preprocessed_debug\masks\t2_s090.png,t2,90
experiments\preprocessed_debug\images\t2_s091.png,experiments\preprocessed_debug\masks\t2_s091.png,t2,91
experiments\preprocessed_debug\images\t2_s092.png,experiments\preprocessed_debug\masks\t2_s092.png,t2,92
experiments\preprocessed_debug\images\t2_s093.png,experiments\preprocessed_debug\masks\t2_s093.png,t2,93
experiments\preprocessed_debug\images\t2_s094.png,experiments\preprocessed_debug\masks\t2_s094.png,t2,94
experiments\preprocessed_debug\images\t2_s095.png,experiments\preprocessed_debug\masks\t2_s095.png,t2,95
experiments\preprocessed_debug\images\t2_s096.png,experiments\preprocessed_debug\masks\t2_s096.png,t2,96
experiments\preprocessed_debug\images\t2_s097.png,experiments\preprocessed_debug\masks\t2_s097.png,t2,97
experiments\preprocessed_debug\images\t2_s098.png,experiments\preprocessed_debug\masks\t2_s098.png,t2,98
experiments\preprocessed_debug\images\t2_s099.png,experiments\preprocessed_debug\masks\t2_s099.png,t2,99
experiments\preprocessed_debug\images\t2_s100.png,experiments\preprocessed_debug\masks\t2_s100.png,t2,100
experiments\preprocessed_debug\images\t2_s101.png,experiments\preprocessed_debug\masks\t2_s101.png,t2,101
experiments\preprocessed_debug\images\t2_s102.png,experiments\preprocessed_debug\masks\t2_s102.png,t2,102
experiments\preprocessed_debug\images\t2_s103.png,experiments\preprocessed_debug\masks\t2_s103.png,t2,103
experiments\preprocessed_debug\images\t2_s104.png,experiments\preprocessed_debug\masks\t2_s104.png,t2,104
experiments\preprocessed_debug\images\t2_s105.png,experiments\preprocessed_debug\masks\t2_s105.png,t2,105
experiments\preprocessed_debug\images\t2_s106.png,experiments\preprocessed_debug\masks\t2_s106.png,t2,106
experiments\preprocessed_debug\images\t2_s107.png,experiments\preprocessed_debug\masks\t2_s107.png,t2,107
experiments\preprocessed_debug\images\t2_s108.png,experiments\preprocessed_debug\masks\t2_s108.png,t2,108
experiments\preprocessed_debug\images\t2_s109.png,experiments\preprocessed_debug\masks\t2_s109.png,t2,109
experiments\preprocessed_debug\images\t2_s110.png,experiments\preprocessed_debug\masks\t2_s110.png,t2,110
experiments\preprocessed_debug\images\t2_s111.png,experiments\preprocessed_debug\masks\t2_s111.png,t2,111
experiments\preprocessed_debug\images\t2_s112.png,experiments\preprocessed_debug\masks\t2_s112.png,t2,112
experiments\preprocessed_debug\images\t2_s113.png,experiments\preprocessed_debug\masks\t2_s113.png,t2,113
experiments\preprocessed_debug\images\t2_s114.png,experiments\preprocessed_debug\masks\t2_s114.png,t2,114
experiments\preprocessed_debug\images\t2_s115.png,experiments\preprocessed_debug\masks\t2_s115.png,t2,115
experiments\preprocessed_debug\images\t2_s116.png,experiments\preprocessed_debug\masks\t2_s116.png,t2,116
experiments\preprocessed_debug\images\t2_s117.png,experiments\preprocessed_debug\masks\t2_s117.png,t2,117
experiments\preprocessed_debug\images\t2_s118.png,experiments\preprocessed_debug\masks\t2_s118.png,t2,118
experiments\preprocessed_debug\images\t2_s119.png,experiments\preprocessed_debug\masks\t2_s119.png,t2,119
experiments\preprocessed_debug\images\t2_s120.png,experiments\preprocessed_debug\masks\t2_s120.png,t2,120
experiments\preprocessed_debug\images\t2_s121.png,experiments\preprocessed_debug\masks\t2_s121.png,t2,121
experiments\preprocessed_debug\images\t2_s122.png,experiments\preprocessed_debug\masks\t2_s122.png,t2,122
experiments\preprocessed_debug\images\t2_s123.png,experiments\preprocessed_debug\masks\t2_s123.png,t2,123
experiments\preprocessed_debug\images\t2_s124.png,experiments\preprocessed_debug\masks\t2_s124.png,t2,124
experiments\preprocessed_debug\images\t2_s125.png,experiments\preprocessed_debug\masks\t2_s125.png,t2,125
experiments\preprocessed_debug\images\t2_s126.png,experiments\preprocessed_debug\masks\t2_s126.png,t2,126
experiments\preprocessed_debug\images\t2_s127.png,experiments\preprocessed_debug\masks\t2_s127.png,t2,127
experiments\preprocessed_debug\images\t2_s128.png,experiments\preprocessed_debug\masks\t2_s128.png,t2,128
experiments\preprocessed_debug\images\t2_s129.png,experiments\preprocessed_debug\masks\t2_s129.png,t2,129
experiments\preprocessed_debug\images\t2_s130.png,experiments\preprocessed_debug\masks\t2_s130.png,t2,130
experiments\preprocessed_debug\images\t2_s131.png,experiments\preprocessed_debug\masks\t2_s131.png,t2,131
experiments\preprocessed_debug\images\t2_s132.png,experiments\preprocessed_debug\masks\t2_s132.png,t2,132
experiments\preprocessed_debug\images\t2_s133.png,experiments\preprocessed_debug\masks\t2_s133.png,t2,133
experiments\preprocessed_debug\images\t2_s134.png,experiments\preprocessed_debug\masks\t2_s134.png,t2,134
experiments\preprocessed_debug\images\t2_s135.png,experiments\preprocessed_debug\masks\t2_s135.png,t2,135
experiments\preprocessed_debug\images\t2_s136.png,experiments\preprocessed_debug\masks\t2_s136.png,t2,136
experiments\preprocessed_debug\images\t2_s137.png,experiments\preprocessed_debug\masks\t2_s137.png,t2,137
experiments\preprocessed_debug\images\t2_s138.png,experiments\preprocessed_debug\masks\t2_s138.png,t2,138
experiments\preprocessed_debug\images\t2_s139.png,experiments\preprocessed_debug\masks\t2_s139.png,t2,139
experiments\preprocessed_debug\images\t2_s140.png,experiments\preprocessed_debug\masks\t2_s140.png,t2,140
experiments\preprocessed_debug\images\t2_s141.png,experiments\preprocessed_debug\masks\t2_s141.png,t2,141
experiments\preprocessed_debug\images\t2_s142.png,experiments\preprocessed_debug\masks\t2_s142.png,t2,142
experiments\preprocessed_debug\images\t2_s143.png,experiments\preprocessed_debug\masks\t2_s143.png,t2,143
experiments\preprocessed_debug\images\t2_s144.png,experiments\preprocessed_debug\masks\t2_s144.png,t2,144
experiments\preprocessed_debug\images\t2_s145.png,experiments\preprocessed_debug\masks\t2_s145.png,t2,145
experiments\preprocessed_debug\images\t2_s146.png,experiments\preprocessed_debug\masks\t2_s146.png,t2,146
experiments\preprocessed_debug\images\t2_s147.png,experiments\preprocessed_debug\masks\t2_s147.png,t2,147
experiments\preprocessed_debug\images\t2_s148.png,experiments\preprocessed_debug\masks\t2_s148.png,t2,148
experiments\preprocessed_debug\images\t2_s149.png,experiments\preprocessed_debug\masks\t2_s149.png,t2,149
experiments\preprocessed_debug\images\t2_s150.png,experiments\preprocessed_debug\masks\t2_s150.png,t2,150
experiments\preprocessed_debug\images\t2_s151.png,experiments\preprocessed_debug\masks\t2_s151.png,t2,151
experiments\preprocessed_debug\images\t2_s152.png,experiments\preprocessed_debug\masks\t2_s152.png,t2,152
experiments\preprocessed_debug\images\t2_s153.png,experiments\preprocessed_debug\masks\t2_s153.png,t2,153
experiments\preprocessed_debug\images\t2_s154.png,experiments\preprocessed_debug\masks\t2_s154.png,t2,154
experiments\preprocessed_debug\images\t2_s155.png,experiments\preprocessed_debug\masks\t2_s155.png,t2,155
experiments\preprocessed_debug\images\t2_s156.png,experiments\preprocessed_debug\masks\t2_s156.png,t2,156
experiments\preprocessed_debug\images\t2_s157.png,experiments\preprocessed_debug\masks\t2_s157.png,t2,157
experiments\preprocessed_debug\images\t2_s158.png,experiments\preprocessed_debug\masks\t2_s158.png,t2,158
experiments\preprocessed_debug\images\t2_s159.png,experiments\preprocessed_debug\masks\t2_s159.png,t2,159
experiments\preprocessed_debug\images\t2_s160.png,experiments\preprocessed_debug\masks\t2_s160.png,t2,160
experiments\preprocessed_debug\images\t2_s161.png,experiments\preprocessed_debug\masks\t2_s161.png,t2,161
experiments\preprocessed_debug\images\t2_s162.png,experiments\preprocessed_debug\masks\t2_s162.png,t2,162
experiments\preprocessed_debug\images\t2_s163.png,experiments\preprocessed_debug\masks\t2_s163.png,t2,163
experiments\preprocessed_debug\images\t2_s164.png,experiments\preprocessed_debug\masks\t2_s164.png,t2,164
experiments\preprocessed_debug\images\t2_s165.png,experiments\preprocessed_debug\masks\t2_s165.png,t2,165
experiments\preprocessed_debug\images\t2_s166.png,experiments\preprocessed_debug\masks\t2_s166.png,t2,166
experiments\preprocessed_debug\images\t2_s167.png,experiments\preprocessed_debug\masks\t2_s167.png,t2,167
experiments\preprocessed_debug\images\t2_s168.png,experiments\preprocessed_debug\masks\t2_s168.png,t2,168
experiments\preprocessed_debug\images\t2_s169.png,experiments\preprocessed_debug\masks\t2_s169.png,t2,169
experiments\preprocessed_debug\images\t2_s170.png,experiments\preprocessed_debug\masks\t2_s170.png,t2,170
experiments\preprocessed_debug\images\t2_s171.png,experiments\preprocessed_debug\masks\t2_s171.png,t2,171
experiments\preprocessed_debug\images\t2_s172.png,experiments\preprocessed_debug\masks\t2_s172.png,t2,172
experiments\preprocessed_debug\images\t2_s173.png,experiments\preprocessed_debug\masks\t2_s173.png,t2,173
experiments\preprocessed_debug\images\t2_s174.png,experiments\preprocessed_debug\masks\t2_s174.png,t2,174
experiments\preprocessed_debug\images\t2_s175.png,experiments\preprocessed_debug\masks\t2_s175.png,t2,175
experiments\preprocessed_debug\images\t2_s176.png,experiments\preprocessed_debug\masks\t2_s176.png,t2,176
experiments\preprocessed_debug\images\t2_s177.png,experiments\preprocessed_debug\masks\t2_s177.png,t2,177
experiments\preprocessed_debug\images\t2_s178.png,experiments\preprocessed_debug\masks\t2_s178.png,t2,178
experiments\preprocessed_debug\images\t2_s179.png,experiments\preprocessed_debug\masks\t2_s179.png,t2,179
experiments\preprocessed_debug\images\t2_s180.png,experiments\preprocessed_debug\masks\t2_s180.png,t2,180
experiments\preprocessed_debug\images\t2_s181.png,experiments\preprocessed_debug\masks\t2_s181.png,t2,181
experiments\preprocessed_debug\images\t2_s182.png,experiments\preprocessed_debug\masks\t2_s182.png,t2,182
experiments\preprocessed_debug\images\t2_s183.png,experiments\preprocessed_debug\masks\t2_s183.png,t2,183
experiments\preprocessed_debug\images\t2_s184.png,experiments\preprocessed_debug\masks\t2_s184.png,t2,184
experiments\preprocessed_debug\images\t2_s185.png,experiments\preprocessed_debug\masks\t2_s185.png,t2,185
experiments\preprocessed_debug\images\t2_s186.png,experiments\preprocessed_debug\masks\t2_s186.png,t2,186
experiments\preprocessed_debug\images\t2_s187.png,experiments\preprocessed_debug\masks\t2_s187.png,t2,187
